Time,Fraction of area represented,Coverage uncertainty (1 sigma),Realization 1,Realization 2,Realization 3,Realization 4,Realization 5,Realization 6,Realization 7,Realization 8,Realization 9,Realization 10,Realization 11,Realization 12,Realization 13,Realization 14,Realization 15,Realization 16,Realization 17,Realization 18,Realization 19,Realization 20,Realization 21,Realization 22,Realization 23,Realization 24,Realization 25,Realization 26,Realization 27,Realization 28,Realization 29,Realization 30,Realization 31,Realization 32,Realization 33,Realization 34,Realization 35,Realization 36,Realization 37,Realization 38,Realization 39,Realization 40,Realization 41,Realization 42,Realization 43,Realization 44,Realization 45,Realization 46,Realization 47,Realization 48,Realization 49,Realization 50,Realization 51,Realization 52,Realization 53,Realization 54,Realization 55,Realization 56,Realization 57,Realization 58,Realization 59,Realization 60,Realization 61,Realization 62,Realization 63,Realization 64,Realization 65,Realization 66,Realization 67,Realization 68,Realization 69,Realization 70,Realization 71,Realization 72,Realization 73,Realization 74,Realization 75,Realization 76,Realization 77,Realization 78,Realization 79,Realization 80,Realization 81,Realization 82,Realization 83,Realization 84,Realization 85,Realization 86,Realization 87,Realization 88,Realization 89,Realization 90,Realization 91,Realization 92,Realization 93,Realization 94,Realization 95,Realization 96,Realization 97,Realization 98,Realization 99,Realization 100,Realization 101,Realization 102,Realization 103,Realization 104,Realization 105,Realization 106,Realization 107,Realization 108,Realization 109,Realization 110,Realization 111,Realization 112,Realization 113,Realization 114,Realization 115,Realization 116,Realization 117,Realization 118,Realization 119,Realization 120,Realization 121,Realization 122,Realization 123,Realization 124,Realization 125,Realization 126,Realization 127,Realization 128,Realization 129,Realization 130,Realization 131,Realization 132,Realization 133,Realization 134,Realization 135,Realization 136,Realization 137,Realization 138,Realization 139,Realization 140,Realization 141,Realization 142,Realization 143,Realization 144,Realization 145,Realization 146,Realization 147,Realization 148,Realization 149,Realization 150,Realization 151,Realization 152,Realization 153,Realization 154,Realization 155,Realization 156,Realization 157,Realization 158,Realization 159,Realization 160,Realization 161,Realization 162,Realization 163,Realization 164,Realization 165,Realization 166,Realization 167,Realization 168,Realization 169,Realization 170,Realization 171,Realization 172,Realization 173,Realization 174,Realization 175,Realization 176,Realization 177,Realization 178,Realization 179,Realization 180,Realization 181,Realization 182,Realization 183,Realization 184,Realization 185,Realization 186,Realization 187,Realization 188,Realization 189,Realization 190,Realization 191,Realization 192,Realization 193,Realization 194,Realization 195,Realization 196,Realization 197,Realization 198,Realization 199,Realization 200
1850,0.37790176,0.078558065,-0.38869038,-0.38563916,-0.40560922,-0.4818231,-0.44834402,-0.6070775,-0.31465527,-0.55326796,-0.4483355,-0.39351976,-0.41759813,-0.52725387,-0.42126596,-0.46934858,-0.1974565,-0.33753967,-0.527418,-0.53671455,-0.38806254,-0.39931652,-0.37153816,-0.5173152,-0.33570734,-0.3036481,-0.3698073,-0.4359187,-0.5304714,-0.44696662,-0.5733892,-0.49328357,-0.43324873,-0.3681389,-0.4749855,-0.29206935,-0.51544315,-0.29247215,-0.51280737,-0.44522893,-0.39808717,-0.23813066,-0.5040864,-0.37155068,-0.46254712,-0.36226538,-0.23855706,-0.33903283,-0.34913468,-0.40172213,-0.36070457,-0.5887259,-0.42453447,-0.5265631,-0.4172603,-0.4023478,-0.37652826,-0.32950085,-0.454622,-0.30714008,-0.5428883,-0.49142694,-0.3971938,-0.50174695,-0.44208783,-0.4152698,-0.27637053,-0.32043138,-0.19337623,-0.4500048,-0.4525708,-0.48005962,-0.4143793,-0.5025092,-0.30092478,-0.46192193,-0.37081403,-0.32972914,-0.32066122,-0.6322205,-0.4348254,-0.51730084,-0.49193677,-0.35498253,-0.46550786,-0.38490716,-0.36440194,-0.43132335,-0.33002076,-0.41391113,-0.4651661,-0.47595447,-0.3751327,-0.3132575,-0.42874038,-0.5305593,-0.45078656,-0.63301486,-0.45268634,-0.33533153,-0.45250723,-0.5371899,-0.5315123,-0.46516374,-0.2703527,-0.37409273,-0.29493603,-0.37841225,-0.39928585,-0.262899,-0.3641191,-0.46933994,-0.41263062,-0.43114948,-0.27024424,-0.3683871,-0.44736877,-0.3847329,-0.37913424,-0.45487472,-0.3226551,-0.32828116,-0.31688052,-0.18962722,-0.20556659,-0.3593675,-0.315546,-0.24223332,-0.4180404,-0.33748505,-0.42997465,-0.43757957,-0.4761357,-0.40634495,-0.35726768,-0.38919756,-0.34569108,-0.42524004,-0.51667196,-0.44509596,-0.40141356,-0.19924952,-0.50300145,-0.3180383,-0.23004997,-0.4182974,-0.35234642,-0.36261603,-0.5278112,-0.42104113,-0.38209012,-0.2852336,-0.5059132,-0.27970994,-0.44725057,-0.41949567,-0.18599182,-0.35158587,-0.21539459,-0.30282876,-0.47956982,-0.49817753,-0.40507087,-0.43811676,-0.45812708,-0.31778157,-0.3794655,-0.39945048,-0.33508307,-0.37518963,-0.2933295,-0.44559246,-0.24390024,-0.40276924,-0.5088593,-0.4578172,-0.49035096,-0.39493284,-0.52501017,-0.24958888,-0.33748698,-0.28013754,-0.23808537,-0.43434143,-0.44273663,-0.4128943,-0.51425856,-0.38936737,-0.42769697,-0.36697766,-0.5036726,-0.38293725,-0.28930283,-0.4148882,-0.29352248,-0.21694912,-0.36378202,-0.38456658,-0.34396026,-0.44005108,-0.46515,-0.3810187
1851,0.41086337,0.07205232,-0.114538,-0.20645832,-0.2338177,-0.21926998,-0.32799768,-0.34530294,-0.10438672,-0.1715235,-0.27204204,-0.4362316,-0.33919406,-0.31546026,-0.26960275,-0.24433054,-0.23395154,-0.19675119,-0.2833602,-0.2918184,-0.12897088,-0.21547888,-0.19648463,-0.3691361,-0.15370786,-0.2644099,-0.16887519,-0.0034510456,-0.23454078,-0.17661187,-0.19543101,-0.3352344,-0.3034231,-0.10595849,-0.2115344,-0.36036316,-0.30658624,-0.45695734,-0.48896512,-0.20962647,-0.25940818,-0.39169863,-0.30662292,-0.31202695,-0.09989176,-0.27530676,-0.23502721,-0.2588147,-0.3110487,-0.3162281,-0.3515478,-0.25144184,-0.27708113,-0.3007554,-0.3736423,-0.121512376,-0.17465052,-0.37076098,-0.20120111,-0.3737427,-0.3814521,-0.27691713,-0.41283897,-0.36289498,-0.26819324,-0.3081777,-0.28556734,-0.27967522,-0.28335118,-0.24205913,-0.21908365,-0.29320657,-0.19509408,-0.46505988,-0.22994742,-0.25997502,-0.39736366,-0.40107644,-0.37726644,-0.3291315,-0.4014696,-0.4124009,-0.4125842,-0.47009945,-0.25928333,-0.2573478,-0.4073923,-0.28343555,-0.113528974,-0.3102851,-0.43430382,-0.21777694,-0.2854674,-0.4243697,-0.34217015,-0.23282248,-0.12633273,-0.28088897,-0.42342067,-0.18710464,-0.2924897,-0.21016781,-0.2371774,-0.20531097,-0.22854035,-0.14232284,-0.2636575,-0.25766215,-0.19459707,-0.017510459,-0.30664647,-0.34686455,-0.059616283,-0.17426513,-0.3751753,-0.23498921,-0.11316384,-0.112536065,-0.29876116,-0.34273916,-0.22181004,-0.16513054,-0.13749672,-0.33197436,-0.3076363,-0.034746673,-0.24612498,-0.22972631,-0.16820022,-0.1038284,-0.17255625,-0.27314377,-0.18592218,-0.11496887,-0.3025471,-0.20204897,-0.1820678,-0.28087002,-0.2670874,-0.080244906,-0.24075559,0.024849992,-0.20958328,-0.14836133,-0.27436605,-0.057047263,-0.112619765,-0.13775721,-0.24113062,-0.28939947,-0.23118347,-0.072887346,-0.37839007,-0.30261627,-0.03146614,-0.471571,-0.20545888,-0.2554921,-0.12905316,-0.3382106,-0.3306539,-0.22301838,-0.25109237,-0.21162358,-0.290837,-0.17200814,-0.4180306,-0.21566954,-0.15317337,-0.0046554194,-0.31026077,-0.1950223,-0.22335857,-0.32282063,-0.24017903,-0.23502427,-0.25803247,-0.11737418,-0.06089208,-0.22302973,-0.24416186,-0.21637209,-0.31909385,-0.26535082,-0.30681515,-0.097475596,-0.2250167,-0.1590299,-0.24076273,-0.03605509,-0.40243286,-0.27013305,-0.15182436,-0.21607687,-0.21747759,-0.11993621,-0.3671922,-0.21945962,-0.08375385,-0.32317764,-0.3055959,-0.1163315
1852,0.4307374,0.076018095,-0.016074637,-0.24611668,-0.236987,-0.3797206,-0.2243762,-0.29537666,-0.1489736,-0.26952106,-0.23456807,-0.2578875,-0.22894518,-0.29495156,-0.16246623,-0.2757798,-0.15775026,-0.23804085,-0.14180277,-0.18818717,-0.33401293,-0.28118324,-0.2451582,-0.3041569,-0.15920264,-0.092749596,-0.34423232,-0.09202096,-0.27113214,-0.2214643,-0.20524439,-0.22701518,-0.09504751,-0.24692047,-0.28650025,-0.2130615,-0.13678806,-0.15461193,-0.313135,-0.083333425,-0.1407637,-0.32597756,-0.21477748,-0.226524,-0.1503651,-0.35475156,-0.26859215,-0.30727,-0.35274243,-0.20515686,-0.3386885,-0.25903356,-0.17665842,-0.22342373,-0.3295813,-0.2932012,-0.1853982,-0.33209106,-0.11233152,-0.47048813,-0.4569227,-0.17073579,-0.27176568,-0.4393506,-0.19485565,-0.24588141,-0.30379552,-0.32292423,-0.17215775,-0.33953175,-0.22965209,-0.23885867,-0.48938832,-0.4956645,-0.24732153,-0.36580226,-0.21489002,-0.31610456,-0.3238139,-0.17577603,-0.19190732,-0.13258122,-0.33741662,-0.36277393,-0.2974967,-0.17965205,-0.25420955,-0.34684908,-0.1845689,-0.31622058,-0.37949306,-0.2833874,-0.13421881,-0.31346652,-0.24511597,-0.45164227,-0.2759314,-0.18687367,-0.2560363,-0.24892868,-0.20249042,-0.35676208,-0.1525236,-0.2292528,-0.19343732,-0.20942415,-0.20053235,-0.050596103,-0.028948156,-0.1609409,-0.21356887,-0.23503974,-0.17669271,-0.16553235,-0.21737921,-0.14164266,-0.2103651,-0.26736945,-0.112862416,-0.30025458,-0.09961342,-0.091067836,-0.2884038,-0.044513,-0.2061182,-0.14502184,-0.26726982,-0.1936167,-0.17142363,-0.17851427,-0.2691597,-0.10769885,-0.34793657,-0.2699384,-0.21717206,-0.2798869,-0.124668375,-0.073326625,-0.21330015,-0.1702152,-0.13880952,-0.22780104,-0.22814095,-0.04955436,-0.07065617,-0.20199612,-0.18383202,-0.104252994,-0.18397571,-0.1472317,0.0108214775,-0.18172437,-0.26725274,-0.24349552,-0.25619745,-0.3637696,-0.16800798,-0.1612837,-0.29988092,-0.24182668,-0.2962397,-0.10098628,-0.4640737,-0.24396783,-0.15118684,-0.24572259,-0.2443191,-0.2970982,-0.17156507,-0.1632211,-0.14927012,-0.3470532,-0.26132733,-0.25695997,-0.25171423,-0.24969307,-0.2491563,-0.15529521,-0.20930788,-0.13442647,-0.16526356,-0.16582286,-0.2120376,-0.2550757,0.0040335916,-0.22644621,-0.15140016,-0.29330218,-0.17822047,-0.15754683,-0.21181192,-0.11588766,-0.18561992,-0.06449104,-0.121822245,-0.23388049,-0.37595275,-0.18665622,-0.06936995,-0.019159915,-0.18672417,-0.14455207
1853,0.5238948,0.060225315,-0.20249072,-0.39152533,-0.2598511,-0.2933958,-0.26070192,-0.38108397,-0.1854265,-0.31189567,-0.32669297,-0.31661347,-0.4551478,-0.29259947,-0.24112222,-0.29773232,-0.3537836,-0.23756461,-0.22498749,-0.20207626,-0.32385758,-0.33967936,-0.17403378,-0.33428428,-0.20950471,-0.34986266,-0.25074533,-0.35998645,-0.36584687,-0.26891223,-0.3243361,-0.40938187,-0.29028055,-0.37239268,-0.1872673,-0.24429914,-0.27297935,-0.30092874,-0.30774748,-0.45613182,-0.30953944,-0.31296638,-0.40272763,-0.26333344,-0.31077093,-0.19099428,-0.50051606,-0.3683546,-0.37568828,-0.4110075,-0.29650724,-0.37349218,-0.32515103,-0.22289947,-0.5067546,-0.36414924,-0.3181571,-0.23329236,-0.24030016,-0.2542132,-0.4238833,-0.28498352,-0.39612788,-0.48996162,-0.24064597,-0.30055478,-0.3644561,-0.22587538,-0.36433128,-0.26861483,-0.43658593,-0.28626043,-0.39164737,-0.3578025,-0.38149336,-0.34143397,-0.29539028,-0.30757457,-0.1299436,-0.3957521,-0.39828104,-0.4076704,-0.2538442,-0.45297608,-0.33611777,-0.31963715,-0.31801012,-0.3412655,-0.23341924,-0.32126704,-0.3746853,-0.29769886,-0.43292588,-0.31305483,-0.30708635,-0.39863625,-0.37231866,-0.42929137,-0.3073293,-0.40366143,-0.33457223,-0.24451603,-0.32593855,-0.3230198,-0.33550534,-0.22489096,-0.35243672,-0.36287847,-0.18342477,-0.2956784,-0.39140046,-0.28324044,-0.1380622,-0.273734,-0.25832844,-0.26938662,-0.15685129,-0.22576533,-0.24405044,-0.23717579,-0.25809604,-0.25404054,-0.31297123,-0.24731755,-0.23651622,-0.28412542,-0.19256504,-0.3873011,-0.30033395,-0.2930471,-0.37028548,-0.26396924,-0.36385792,-0.2712415,-0.20172141,-0.2870058,-0.2151747,-0.21652198,-0.34040594,-0.24761681,-0.34682646,-0.13894378,-0.4200177,-0.07762194,-0.20825367,-0.28873438,-0.28888917,-0.14893243,-0.17413819,-0.26435995,-0.22850749,-0.3041758,-0.3032464,-0.24618655,-0.2816486,-0.32618257,-0.2890186,-0.34088817,-0.30896443,-0.25351137,-0.3032121,-0.22451113,-0.18578395,-0.27407834,-0.24886702,-0.22795177,-0.26518512,-0.09429138,-0.30782175,-0.26358762,-0.3273926,-0.27794424,-0.29947513,-0.19750075,-0.26228774,-0.5381522,-0.12160795,-0.29484808,-0.3811035,-0.1783915,-0.12833153,-0.16096026,-0.29360676,-0.43172976,-0.2312763,-0.29685894,-0.18893626,-0.20651247,-0.23814234,-0.3050342,-0.24261932,-0.3150611,-0.31728846,-0.40274695,-0.23980114,-0.3911303,-0.1664676,-0.31841204,-0.3348214,-0.14699003,-0.31333762,-0.21480359
1854,0.5862954,0.053940903,-0.4134047,-0.37743154,-0.26414627,-0.52709866,-0.49161118,-0.3847928,-0.3518575,-0.36766973,-0.40997642,-0.44493297,-0.43574995,-0.3865027,-0.41640407,-0.38500893,-0.31252077,-0.37316182,-0.40579763,-0.30698952,-0.36041245,-0.4241444,-0.43543172,-0.47817084,-0.35801697,-0.46836367,-0.41895202,-0.37918967,-0.4055826,-0.43987724,-0.38806894,-0.3161925,-0.4239785,-0.35613522,-0.4475271,-0.47890964,-0.45453224,-0.30463505,-0.38589305,-0.44908062,-0.4435983,-0.45271417,-0.5079142,-0.42297035,-0.39326522,-0.4642625,-0.37711656,-0.46959963,-0.5037735,-0.4771117,-0.35090664,-0.4136248,-0.42717817,-0.5235866,-0.5516833,-0.36492524,-0.36738512,-0.3844974,-0.32255977,-0.422745,-0.44231284,-0.39523923,-0.3648518,-0.46959713,-0.39285558,-0.3722359,-0.29734537,-0.4841657,-0.46559444,-0.4984489,-0.42485988,-0.41353783,-0.510768,-0.55287105,-0.42362022,-0.49122164,-0.44731036,-0.39537144,-0.43240246,-0.48878747,-0.43999255,-0.52175283,-0.45527995,-0.37359408,-0.34764674,-0.4416675,-0.2873463,-0.5024804,-0.41558427,-0.48158407,-0.37859097,-0.4706863,-0.5489498,-0.46091676,-0.39068484,-0.5602223,-0.48506647,-0.5647177,-0.3895095,-0.40807247,-0.48666754,-0.5357008,-0.2969841,-0.3596533,-0.44248253,-0.4360935,-0.5183987,-0.40515116,-0.43300253,-0.3252178,-0.36372933,-0.26176506,-0.34984636,-0.37222785,-0.43422356,-0.31148085,-0.31493506,-0.4190679,-0.37028593,-0.29616958,-0.37817353,-0.3139944,-0.5223707,-0.3932546,-0.3593151,-0.36108473,-0.36859348,-0.4201295,-0.29681152,-0.43964174,-0.40663198,-0.46100104,-0.3974159,-0.45325965,-0.31547663,-0.3722094,-0.40436468,-0.26286936,-0.3799076,-0.46137905,-0.30144206,-0.33243236,-0.49166104,-0.4087041,-0.48817948,-0.38359794,-0.3896369,-0.37101054,-0.40137723,-0.39428684,-0.42194042,-0.38766378,-0.4376785,-0.46327785,-0.31542507,-0.29296738,-0.5124132,-0.32687026,-0.3821116,-0.3272837,-0.2817099,-0.35966352,-0.3570432,-0.53519374,-0.35466835,-0.2939022,-0.4466573,-0.28702503,-0.4935115,-0.3544051,-0.3718529,-0.45408747,-0.27386847,-0.52296287,-0.50670046,-0.40264967,-0.46745452,-0.3499231,-0.41963738,-0.34069172,-0.37237945,-0.3938234,-0.33756882,-0.41330406,-0.41882232,-0.23145916,-0.35440043,-0.47357178,-0.4427903,-0.355272,-0.3863919,-0.45054185,-0.48411688,-0.2922353,-0.43046227,-0.36055464,-0.53117967,-0.46929836,-0.30773595,-0.48211333,-0.4842054,-0.43631935
1855,0.58439386,0.058535703,-0.33524716,-0.37505692,-0.30086616,-0.42187044,-0.356682,-0.40000117,-0.31808147,-0.3996466,-0.42944705,-0.41582528,-0.35158712,-0.3942297,-0.33666095,-0.3197821,-0.3244222,-0.32778233,-0.3671025,-0.29159245,-0.34965092,-0.33786777,-0.43450186,-0.375584,-0.3256632,-0.4178836,-0.26028597,-0.38186547,-0.38713327,-0.37812066,-0.26308307,-0.31835297,-0.45996305,-0.46733952,-0.3600712,-0.3775004,-0.42429748,-0.28436935,-0.3615637,-0.38771197,-0.36096814,-0.3843899,-0.38063082,-0.30528742,-0.31086382,-0.29474074,-0.3673886,-0.40883073,-0.42635053,-0.4016557,-0.26747495,-0.36297864,-0.3491622,-0.41268805,-0.38230768,-0.3911484,-0.41733375,-0.37363082,-0.3784187,-0.41226843,-0.2870798,-0.4025233,-0.42572105,-0.49325278,-0.28181285,-0.18206152,-0.36021742,-0.43320233,-0.32880804,-0.32615414,-0.398407,-0.30410755,-0.36656252,-0.3606213,-0.32920793,-0.3917636,-0.32927307,-0.38570866,-0.4156565,-0.45086065,-0.336266,-0.3234476,-0.2301088,-0.41969198,-0.3603492,-0.43192574,-0.3537681,-0.42614886,-0.26703778,-0.41234267,-0.43794242,-0.39903364,-0.3296305,-0.38478577,-0.42081442,-0.4626549,-0.3890432,-0.45036858,-0.3127727,-0.43213803,-0.35884807,-0.4302678,-0.31740844,-0.23757437,-0.18089506,-0.1728521,-0.32020834,-0.36163718,-0.2542243,-0.370498,-0.26522666,-0.2403822,-0.29178098,-0.3380587,-0.2849287,-0.35677323,-0.2551816,-0.28467578,-0.34443617,-0.39104548,-0.36231497,-0.30822235,-0.3496741,-0.32001436,-0.3324581,-0.36894867,-0.3037659,-0.32473266,-0.19099414,-0.29815862,-0.2526033,-0.3074052,-0.39929536,-0.34338462,-0.31259662,-0.38469157,-0.47424364,-0.25819832,-0.39615983,-0.31158063,-0.31243822,-0.21737498,-0.3621892,-0.1946548,-0.2494714,-0.36697653,-0.37937406,-0.2882489,-0.3064337,-0.3128121,-0.30885682,-0.37282303,-0.425416,-0.2900541,-0.29927307,-0.31787923,-0.23461208,-0.3315054,-0.3000881,-0.2707581,-0.43316722,-0.3356758,-0.3788179,-0.33766842,-0.39810622,-0.37285233,-0.3800161,-0.29925603,-0.34005213,-0.4014215,-0.42349777,-0.4608451,-0.40707937,-0.34275413,-0.20300038,-0.36820474,-0.31418473,-0.319739,-0.44362724,-0.15083733,-0.3730235,-0.39653295,-0.2705358,-0.3815248,-0.33879063,-0.32487184,-0.32989863,-0.34616175,-0.32567263,-0.4727759,-0.41533,-0.33829486,-0.3573372,-0.3285407,-0.33095127,-0.3011948,-0.38145867,-0.23913233,-0.38047448,-0.34353423,-0.3925697,-0.33436278
1856,0.63085294,0.05733349,-0.2659299,-0.31509036,-0.3580119,-0.41667134,-0.27183375,-0.3135914,-0.27697268,-0.49495184,-0.31549072,-0.32288706,-0.31808472,-0.15982287,-0.2067293,-0.2503917,-0.33801588,-0.32476917,-0.16445501,-0.24664389,-0.22393826,-0.16283637,-0.33149466,-0.34689984,-0.39703453,-0.34979582,-0.34885132,-0.26357812,-0.2817296,-0.29207855,-0.31327605,-0.2919596,-0.32277542,-0.32488975,-0.38036925,-0.42976847,-0.33060566,-0.4344809,-0.33390516,-0.34084406,-0.33647576,-0.34432337,-0.3232579,-0.34159556,-0.2698532,-0.27241072,-0.32361603,-0.49057245,-0.40729347,-0.28285787,-0.36175016,-0.2923942,-0.31539068,-0.4126505,-0.28563163,-0.34010297,-0.39194736,-0.20909066,-0.3510706,-0.34244183,-0.32182506,-0.32663983,-0.45537898,-0.3679644,-0.3317716,-0.27884778,-0.18510596,-0.30153984,-0.29789105,-0.3332352,-0.36050624,-0.38454762,-0.25714427,-0.38934457,-0.3742833,-0.38871956,-0.25440064,-0.29178447,-0.2389482,-0.3608779,-0.29705095,-0.34135783,-0.39260936,-0.32641515,-0.22165978,-0.3334212,-0.43276647,-0.35698614,-0.24043562,-0.36552316,-0.4148979,-0.26992622,-0.3040335,-0.30371943,-0.32363945,-0.3443702,-0.36939555,-0.46439156,-0.32272425,-0.286131,-0.30685863,-0.34247667,-0.3519055,-0.24202122,-0.25622484,-0.240209,-0.27660435,-0.22483577,-0.27824628,-0.3963022,-0.29673362,-0.42165622,-0.2595205,-0.21943799,-0.2901771,-0.4161789,-0.26442426,-0.29623076,-0.29911223,-0.23640217,-0.44099835,-0.23230572,-0.30390579,-0.3314327,-0.2399295,-0.25943804,-0.23813884,-0.29574865,-0.30843374,-0.2399972,-0.27754024,-0.23646288,-0.29448193,-0.23541217,-0.33796483,-0.28569362,-0.27609128,-0.21533075,-0.23302881,-0.20129408,-0.29000315,-0.1272484,-0.22534381,-0.26484463,-0.31308076,-0.23742206,-0.25112846,-0.19084771,-0.21007758,-0.3270992,-0.14472014,-0.33735776,-0.39667314,-0.3569762,-0.3561887,-0.40302217,-0.35628882,-0.29498023,-0.2659701,-0.18960148,-0.35361743,-0.27176833,-0.2899303,-0.23416415,-0.36278352,-0.33131802,-0.3627809,-0.25666028,-0.32354903,-0.28725594,-0.2770805,-0.31798825,-0.3330573,-0.32947338,-0.32734832,-0.28406885,-0.21902902,-0.26190117,-0.30661133,-0.28564987,-0.36640954,-0.23954067,-0.20401815,-0.27892956,-0.26523876,-0.3855743,-0.33611754,-0.37692222,-0.30768725,-0.37209585,-0.25934002,-0.23176828,-0.33856186,-0.29108784,-0.372823,-0.29702327,-0.32095316,-0.22680785,-0.30802342,-0.31414285,-0.37196833,-0.24578807
1857,0.6498084,0.052740272,-0.38507614,-0.50479835,-0.48274544,-0.5478494,-0.42071655,-0.6190337,-0.4893943,-0.4707109,-0.5248772,-0.57051104,-0.61364955,-0.4561574,-0.38803682,-0.5709391,-0.47733977,-0.430994,-0.3522609,-0.46362588,-0.47929507,-0.5372833,-0.494134,-0.55308264,-0.5961598,-0.47197777,-0.42610648,-0.45848092,-0.5148435,-0.49717343,-0.46983317,-0.58077717,-0.48463118,-0.45594245,-0.4430828,-0.5727979,-0.52950895,-0.5926016,-0.44555464,-0.47043195,-0.5179494,-0.4382435,-0.56120986,-0.416125,-0.4695433,-0.43572116,-0.48505387,-0.56944174,-0.57487917,-0.491473,-0.58681786,-0.5435436,-0.5416098,-0.55890405,-0.5400742,-0.44102105,-0.5450562,-0.39751354,-0.57919896,-0.48111767,-0.49521005,-0.48382726,-0.6236297,-0.49416462,-0.5070369,-0.44726098,-0.39990616,-0.65872496,-0.5387913,-0.47151738,-0.42975852,-0.5548917,-0.5038389,-0.6401619,-0.36072433,-0.5574559,-0.46870637,-0.52982867,-0.5133079,-0.4846586,-0.5898789,-0.57507455,-0.5952004,-0.58005536,-0.42881942,-0.40942246,-0.47700807,-0.58845234,-0.5139463,-0.5000483,-0.54783344,-0.51125854,-0.42442974,-0.5769084,-0.47942924,-0.5104285,-0.5548232,-0.50098026,-0.47259253,-0.41478667,-0.49657196,-0.45116693,-0.42405367,-0.47266045,-0.5276354,-0.43939695,-0.5516946,-0.46428654,-0.38873926,-0.5024814,-0.45772848,-0.2901076,-0.45367414,-0.44500896,-0.5211845,-0.4750074,-0.48854035,-0.53413016,-0.55343497,-0.4272696,-0.48066914,-0.40818465,-0.5518005,-0.41146877,-0.5017594,-0.48970056,-0.57197636,-0.5014324,-0.6045958,-0.48120984,-0.45158473,-0.45630902,-0.51591605,-0.40416607,-0.49905795,-0.4228728,-0.4809993,-0.487453,-0.4539903,-0.44515696,-0.36854115,-0.48689067,-0.4520037,-0.50470036,-0.33260024,-0.39177257,-0.48862982,-0.46599838,-0.46114334,-0.35060117,-0.37905225,-0.5344365,-0.38821432,-0.40418404,-0.52307016,-0.5711938,-0.409714,-0.5130887,-0.5391668,-0.37225884,-0.3324017,-0.54882807,-0.53876156,-0.4140409,-0.39890006,-0.5214011,-0.40718797,-0.48125485,-0.44169992,-0.41938642,-0.41530594,-0.4019046,-0.5317705,-0.5422885,-0.39192286,-0.50906044,-0.47303262,-0.5170737,-0.48552302,-0.3752403,-0.4816022,-0.39384007,-0.3978505,-0.5092269,-0.40904912,-0.5126848,-0.3589076,-0.4070559,-0.44369507,-0.53533715,-0.49794602,-0.48815274,-0.48654547,-0.4615999,-0.4702057,-0.510499,-0.49309483,-0.40056875,-0.41759723,-0.5527357,-0.43401757,-0.4494613
1858,0.63297194,0.055153716,-0.35112175,-0.46779785,-0.48560956,-0.37461635,-0.40773216,-0.50169694,-0.4743477,-0.45062542,-0.5018615,-0.48065868,-0.4910134,-0.38011047,-0.4388198,-0.5953804,-0.4432181,-0.30544132,-0.32832918,-0.33673957,-0.38263062,-0.47130752,-0.43353537,-0.5267752,-0.43897238,-0.4281471,-0.35654572,-0.5610818,-0.4604997,-0.4009362,-0.47533932,-0.38239273,-0.39148134,-0.458173,-0.343892,-0.43322894,-0.29516944,-0.44433832,-0.37540004,-0.4423749,-0.36815512,-0.3257335,-0.461759,-0.39443332,-0.48776132,-0.40981755,-0.48751238,-0.39597708,-0.4483113,-0.40741226,-0.41487893,-0.4431283,-0.44558868,-0.4573966,-0.4140087,-0.4164897,-0.36939153,-0.43610528,-0.36616847,-0.51703686,-0.46942946,-0.5666761,-0.51830727,-0.5510021,-0.5431762,-0.45566604,-0.38741305,-0.57265633,-0.37936017,-0.34626025,-0.4639175,-0.4586278,-0.47335568,-0.524837,-0.42537934,-0.41184378,-0.31203344,-0.45934495,-0.49582243,-0.5423494,-0.35320386,-0.4017706,-0.5174935,-0.42765626,-0.29906762,-0.3809607,-0.3773992,-0.47956246,-0.3628563,-0.50008136,-0.43762496,-0.51215625,-0.36279923,-0.49383172,-0.37796915,-0.50273424,-0.34129578,-0.47028175,-0.415486,-0.49624047,-0.48446256,-0.49063802,-0.39964077,-0.32462645,-0.38994032,-0.3837666,-0.40019515,-0.34471628,-0.24702443,-0.3225673,-0.45078006,-0.33528832,-0.32436323,-0.39342204,-0.4346511,-0.41222727,-0.39968586,-0.36108845,-0.41922706,-0.44760716,-0.34832668,-0.3384658,-0.46076733,-0.3531808,-0.37078208,-0.3564579,-0.4437754,-0.37721437,-0.45536888,-0.3591425,-0.46941298,-0.43124843,-0.5210329,-0.44268003,-0.5039058,-0.4195605,-0.3897357,-0.43633094,-0.4770453,-0.41792056,-0.4170546,-0.366977,-0.4300193,-0.32075885,-0.3866235,-0.30527607,-0.48168206,-0.38189173,-0.3312273,-0.41659883,-0.42340797,-0.46874037,-0.5275737,-0.3204979,-0.43809748,-0.44566876,-0.3593535,-0.29585436,-0.55127674,-0.3694641,-0.5390337,-0.4156417,-0.39617383,-0.34934995,-0.5189678,-0.46428335,-0.39779097,-0.34921592,-0.33467677,-0.42783195,-0.31978193,-0.50352526,-0.5445847,-0.47969767,-0.42893675,-0.34879518,-0.44942385,-0.38741627,-0.42544687,-0.36035693,-0.3774307,-0.42505988,-0.5197328,-0.37000462,-0.26309443,-0.41731945,-0.43470138,-0.3915649,-0.35021052,-0.37813646,-0.334898,-0.41522542,-0.31078973,-0.3956583,-0.38487485,-0.41692322,-0.23434271,-0.43479314,-0.46519294,-0.45056796,-0.3495197,-0.39576575
